Code,District,Votescount_200606,LB_200606,S.O.S._200606,Misia.21_200606,SDL_200606,ZRS_200606,KDH_200606,SLNKO_200606,ANO_200606,HZD_200606,SMK.MKP_200606,SF_200606,OKS_200606,PS_200606,LS.HZDS_200606,ASV_200606,KSS_200606,SLS_200606,SDKU.DS_200606,Smer_200606,SNS_200606,Votescount_201006,EDS_201006,Unia_201006,SRK_201006,PalihoKapurkova_201006,SaS_201006,SDL_201006,SMK.MKP_201006,LS.HZDS_201006,KSS_201006,SNS_201006,ND_201006,ZRS_201006,KDH_201006,LSNS_201006,SDKU.DS_201006,AZEN_201006,Smer_201006,Most_201006,Votescount_201203,Zeleni_201203,KDH_201203,SDL_201203,SNS_201203,OLaNO_201203,SaS_201203,PaS_201203,NAS.KRAJ_201203,SZ_201203,LSNS_201203,Smer_201203,ZZ_201203,NaS...ns_201203,KSS_201203,SPRUS_201203,Most_201203,X99._201203,LS.HZDS_201203,X.1.HLAS_201203,SF_201203,OLaNO_201203.1,SDKU.DS_201203,SOSKA_201203,SMK.MKP_201203,ANO_201203,SZS_201203,Votescount_201603,TIP_201603,SMS_201603,OLaNO_201603,DS...Ludo.Kanik_201603,SANCA_201603,Rodina_201603,SZS_201603,KOALICIA.ZA.SPOLOCNE.SLOVENSKO_201603,MKDA.MKDSZ_201603,VZDOR_201603,Most_201603,SNS_201603,Odvaha...Velka.narodna.a.proruska.koalicia_201603,KSS_201603,SDKU.DS_201603,Smer_201603,KDH_201603,SKOK_201603,LSNS_201603,Siet_201603,SMK.MKP_201603,PD_201603,SaS_201603,center_200606,right_reg_200606,left_reg_200606,left_200606,right_200606,left_ex_200606,right_ex_200606,ex_200606,reg_200606,center_201006,right_reg_201006,left_reg_201006,left_201006,right_201006,right_ex_201006,ex_201006,reg_201006,center_201203,right_reg_201203,left_reg_201203,left_201203,right_201203,left_ex_201203,right_ex_201203,ex_201203,reg_201203,right_reg_201603,left_reg_201603,left_201603,right_201603,right_ex_201603,ex_201603,reg_201603,cosmopolitan_200606,parochial_200606,cosmopolitan_201006,parochial_201006,cosmopolitan_201203,parochial_201203,cosmopolitan_201603,parochial_201603,U201203,U201603,U200606,U201006
SK0411,Bardejov,29325,0.985507246,0.153452685,0.184143223,0.075021313,0.508098892,16.02728048,0.129582268,0.95140665,0.504688832,0.156862745,3.082693947,0.187553282,0.150042626,8.934356351,0.177323103,3.403239557,0.126172208,16.16709292,38.12105712,9.595907928,31840,0.995603015,0.791457286,0.533919598,0.603015075,9.126884422,2.531407035,0.059673367,4.425251256,0.829145729,3.379396985,0.163316583,0.373743719,17.71670854,1.341080402,11.45414573,0.141331658,44.18655779,1.347361809,33622,0.443162215,15.60287907,0.684075903,2.929629409,9.568139908,3.28059009,0.520492535,0.425316757,0.264707632,1.341383618,51.284873,0.856582,0.591874368,0.478853132,0.193325799,0.901195646,1.775623104,1.192671465,0.014871215,0.538337993,0.178454583,4.434596395,0.130866694,0.026768187,2.168223187,0.172506097,33837,0.984129799,0.289623785,13.84874546,0.100481721,0.17436534,5.275290363,0.555604811,0.065017584,0.029553447,0.082749653,1.725921329,9.123149215,0.251204303,0.664952567,0.348730679,34.70756864,9.64328989,0.759523598,9.708307474,4.96202382,0.026598103,0.245293614,6.427874812,3.082693947,32.35123615,38.12105712,41.52429668,51.83290708,3.403239557,19.48167093,22.88491049,73.55498721,5.772613065,38.35741206,46.71796482,46.71796482,43.90703518,5.549623116,5.549623116,90.84798995,0.901195646,23.34483374,51.284873,53.0604961,40.20879186,1.775623104,16.86395812,18.63958123,75.53090239,21.05978662,36.43348997,36.43348997,59.01527913,37.95549251,37.95549251,57.49327659,29.29241262,67.14748508,61.47298995,32.39321608,72.2503123,20.14454821,51.06540178,44.38336732,20.39,17.54,15.43,19.16
SK0412,Humenne,25480,0.321821036,0.200156986,0.113814757,0.066718995,0.945839874,14.14835165,0.070643642,1.883830455,0.981161695,0.419937206,2.786499215,0.137362637,0.094191523,7.653061224,0.074568289,3.492935636,0.082417582,14.04238619,42.11930926,9.250392465,26404,0.363581276,0.761248296,0.295409786,2.211786093,7.093622178,3.461596728,0.045447659,4.594000909,1.189213755,4.222845023,0.109831844,0.378730495,15.25147705,0.765035601,11.93758521,0.302984396,45.31131647,1.704287229,27804,0.205006474,14.06632139,0.960293483,3.722485973,5.502805352,2.888073658,0.27693857,1.427852108,0.384836714,0.769673428,54.54251187,0.773270033,0.395626529,0.992662926,0.485541649,1.413465688,1.93137678,1.215652424,0.111494749,0.550280535,0.111494749,4.474176377,0.233779312,0.025176234,2.370162567,0.169040426,27592,1.351841113,0.438532908,9.847057118,0.086981734,0.529138881,6.701217744,0.561757031,0.043490867,0.010872717,0.322557263,2.207161496,10.30371122,0.572629748,0.9966657,0.380545086,36.15178313,7.904465062,0.540011598,9.357784865,5.555958249,0.010872717,0.155842273,5.969121484,2.786499215,28.61067504,42.11930926,45.6122449,47.39795918,3.492935636,18.78728414,22.28021978,73.51648352,6.298288138,34.3281321,48.77291319,48.77291319,40.50522648,6.17709438,6.17709438,89.39933343,1.413465688,21.45374766,54.54251187,56.47388865,34.59214502,1.93137678,13.13839735,15.06977413,77.40972522,19.44041751,38.35894462,38.35894462,55.65018846,36.20977095,36.20977095,57.79936213,26.78571429,69.01098901,63.59263748,28.52219361,74.52165156,16.02647101,51.83024065,42.17889243,17.28,14.46,11.58,16.29
SK0413,Kezmarok,20721,0.994160513,0.173736789,0.22682303,0.20269292,0.323343468,17.66806621,0.115824526,1.433328507,0.955552338,0.371603687,2.895613146,0.168910767,0.10134646,10.74272477,0.106172482,3.416823512,0.096520438,22.71125911,26.73133536,9.922301047,24166,1.133824381,0.906231896,1.824877928,0.537945874,9.852685591,2.453860796,0.074484813,5.615327319,0.641397004,3.426301415,0.140693536,0.372424067,17.88876935,4.994620541,15.44732268,0.148969627,33.25746917,1.282794008,25551,0.618371101,16.24985323,0.226996986,3.033149387,10.13658957,3.631951783,0.414856561,0.070447341,0.563578725,5.866697977,42.4523502,1.056710109,0.434425267,0.434425267,0.399201597,1.592892646,2.019490431,1.510704082,0.019568706,0.317013033,0.258306916,5.882352941,0.395287856,0.058706117,2.179953818,0.176118352,26813,1.249393951,0.421437362,11.94196845,0.167829038,0.220042517,5.340692947,0.559430127,0.074590684,0.033565808,0.08950882,3.729534181,6.851154291,0.074590684,0.458732704,0.302092269,29.0456122,11.70700779,0.634020811,13.3218961,5.668891955,0.059672547,0.130533696,7.917801067,2.895613146,40.75092901,26.73133536,30.14815887,62.84928334,3.416823512,22.09835433,25.51517784,70.37787752,6.898121327,43.26326243,35.71132997,35.71132997,52.3255814,9.062318961,9.062318961,85.87271373,1.592892646,25.82286408,42.4523502,44.47184063,48.09596493,2.019490431,22.27310086,24.29259129,69.86810692,25.35337336,32.77514638,32.77514638,62.80908515,37.45571178,37.45571178,58.12851975,38.15452922,57.73852613,55.677398,36.8037739,66.23615514,25.90505264,50.21071868,45.37351285,28.33,22.27,23.6,24.6
SK0414,Levoca,11938,0.611492712,0.159155637,0.150779025,0.075389512,0.242921762,17.99296365,0.092142737,1.650192662,0.586362875,0.251298375,2.755905512,0.477466912,0.125649187,10.03518177,0.142402412,3.509800637,0.117272575,18.11023622,29.16736472,12.33875021,13063,0.551175075,0.512899028,0.451657353,0.558830284,8.275281329,2.120492995,0.045931256,5.282094465,0.650692796,4.317538085,0.168414606,0.428691725,20.36285692,2.786496211,13.71047998,0.061241675,37.72487178,1.990354436,13726,0.466268396,19.31371121,0.233134198,3.613580067,6.607897421,3.351304094,0.480839283,0.371557628,0.262275973,2.681043276,47.54480548,0.983534897,0.378843072,0.458982952,0.094710768,0.896109573,2.812181262,0.990820341,0.007285444,0.233134198,0.145708874,5.580649862,0.109281655,0.014570887,2.236631211,0.131137986,13871,1.369764256,0.216278567,12.01787903,0.100929998,0.425347848,6.683007714,0.612789273,0.079302141,0.028837142,0.050464999,1.506740682,9.27114123,0.093720712,0.663254272,0.475812847,28.8587701,13.43810828,0.540696417,8.853002667,7.908586259,0.050464999,0.158604282,6.596496287,2.755905512,36.35449824,29.16736472,32.67716535,60.37862288,3.509800637,24.02412464,27.53392528,68.27776847,7.272448901,42.39454949,39.84536477,39.84536477,50.14927658,7.754727092,7.754727092,89.51236316,0.896109573,28.26023605,47.54480548,50.35698674,44.38292292,2.812181262,16.12268687,18.93486813,76.7011511,27.99365583,30.36551078,30.36551078,64.81868647,36.82503064,36.82503064,58.35916661,32.80281454,63.00887921,58.75373191,36.39286534,73.34984701,19.47399097,51.76267032,43.42152693,19.1,15.21,15.63,17.71
SK0415,Medzilaborce,5006,0.779065122,0.239712345,0.079904115,0.259688374,2.297243308,6.392329205,0.039952058,2.576907711,0.47942469,0.179784259,2.357171394,0.079904115,0.059928086,6.012784658,0.079904115,10.02796644,0.059928086,9.54854175,53.63563724,4.594486616,5281,0.776368112,0.511266806,0.208293884,1.609543647,4.298428328,2.953985988,0.037871615,6.760083318,2.329104336,2.385911759,0.151486461,1.893580761,4.412043174,0.681689074,7.517515622,0.189358076,61.65498959,1.628479455,5245,0.305052431,4.632983794,0.686367969,2.688274547,3.622497617,2.230695901,0.381315539,2.688274547,0.209723546,0.667302193,68.38894185,0.400381316,0.686367969,2.249761678,0.476644423,1.468064824,1.792183031,1.048617731,0.133460439,0.266920877,0.038131554,2.897998093,0.381315539,0.038131554,1.506196378,0.114394662,4955,1.675075681,0.524722503,5.792129162,0.161453078,0.524722503,4.379414733,0.464177598,0.060544904,0.020181635,0.443995964,4.762865792,9.46518668,1.271442987,2.199798184,0.34308779,47.18466196,3.451059536,0.363269425,5.792129162,6.115035318,0.040363269,0.242179617,4.722502523,2.357171394,16.12065521,53.63563724,63.66360368,29.3048342,10.02796644,13.18417899,23.21214543,72.11346384,8.388562772,16.26585874,64.60897557,64.60897557,21.66256391,5.396705169,5.396705169,89.26339708,1.468064824,9.799809342,68.38894185,70.18112488,18.68446139,1.792183031,8.88465205,10.67683508,79.65681602,14.32896065,51.94752775,51.94752775,39.75782038,25.42885974,25.42885974,66.2764884,20.67518977,74.6504195,77.59893959,14.10717667,77.42612011,11.11534795,61.55398587,30.15136226,19.91,15.6,15.91,19.74
SK0416,Poprad,40312,0.640007938,0.089303433,0.114109942,0.111629292,0.386981544,10.8875769,0.163722961,1.619865053,0.932724747,0.625124033,5.204405636,0.317523318,0.089303433,7.68753721,0.094264735,4.313851955,0.191010121,24.8635642,30.97340742,9.994542568,44816,0.546679757,0.649321671,0.515440914,0.772045698,16.08131025,2.795876473,0.07140307,3.471974295,0.812209925,3.971795787,0.171813638,0.245448054,11.4512674,2.505801499,19.72732953,0.23652267,34.13736166,1.836397715,46004,0.380401704,11.54247457,0.252151987,3.904008347,11.91852882,6.608121033,0.526041214,0.136944614,0.404312668,3.260586036,43.13320581,1.336840275,0.632553691,0.671680723,0.206503782,2.010694722,2.01504217,0.695591688,0.01086862,0.434744805,0.234762195,7.755847318,0.171724198,0.054343101,1.580297365,0.121728545,50042,0.883258063,0.177850605,13.51065105,0.089924463,0.18384557,6.828264258,0.681427601,0.075936214,0.01398825,0.107909356,3.559010431,8.700691419,0.129890892,0.611486351,0.217817034,25.62447544,6.622437153,0.94920267,10.30734183,5.921026338,0.075936214,0.175852284,14.55177651,5.204405636,36.37626513,30.97340742,35.28725938,55.67820996,4.313851955,19.30194483,23.61579679,72.55407819,5.30837201,47.33131025,36.93323813,36.93323813,54.62111746,7.289807212,7.289807212,89.57292039,2.010694722,25.96078602,43.13320581,45.14824798,47.96104687,2.01504217,22.00026085,24.01530302,71.10468655,27.17117621,29.18348587,29.18348587,66.51812478,39.34694856,39.34694856,56.35466208,40.00049613,56.16937885,59.24446626,34.82238486,64.49656552,28.60838188,41.80288558,53.89872507,12.64,9.45,10.4,11.12
SK0417,Presov,66489,0.636195461,0.091744499,0.180480982,0.108288589,0.224097219,15.95000677,0.133856728,1.896554317,0.622659387,0.508354765,4.027733911,0.29779362,0.11580863,7.058310397,0.100768548,3.597587571,0.124832679,22.65938727,28.8228128,12.14937809,72514,0.620569821,1.712772706,0.653666878,0.846733045,12.83476294,2.581570455,0.056540806,3.330391373,0.883967234,3.301431448,0.213751827,0.177896682,17.98135532,1.483851394,17.18702595,0.06481507,33.64591665,2.42298039,76215,0.318834875,16.63976907,0.202059962,3.202781605,11.35078397,5.421504953,0.707209867,0.835793479,0.366069671,1.544315423,41.64140917,1.369809093,0.4290494,0.700649478,0.156137243,1.897264318,1.897264318,0.814800236,0.047234796,0.313586564,0.253230991,6.971068687,0.258479302,0.049858952,2.475890573,0.135144001,80683,0.759763519,0.200785791,15.20394631,0.087998711,0.338361241,6.880011898,0.716383873,0.099153477,0.014873022,0.15368789,3.672396911,8.005403865,0.131378357,0.671764808,0.220616487,26.50248503,10.10993642,0.996492446,7.872786089,6.593706233,0.043379646,0.17723684,10.54745114,4.027733911,39.1177488,28.8228128,32.42040037,60.22199161,3.597587571,21.10424281,24.70183038,71.96829551,5.753371763,48.05968503,36.22748711,36.22748711,53.7289351,5.669250076,5.669250076,90.04054389,1.897264318,29.08220167,41.64140917,43.53867349,49.02578233,1.897264318,19.94358066,21.84084498,72.62087516,27.29447343,30.17488195,30.17488195,65.25662159,37.96214816,37.96214816,57.46935538,36.15034066,60.51978523,56.64285517,36.48536834,67.1993702,25.36508561,46.92190424,48.5095993,17.41,12.12,14.38,15.53
SK0418,Sabinov,19408,1.298433636,0.180338005,0.159727947,0.087592745,0.76772465,16.18404782,0.164880462,1.988870569,0.803792251,0.154575433,2.215581204,0.108202803,0.061830173,8.620156636,0.303998351,3.256389118,0.133965375,14.85985161,34.64035449,13.48413026,21397,1.425433472,0.640276674,3.00042062,0.607561808,8.748890031,2.635883535,0.070103286,3.743515446,0.701032855,4.182829369,0.196289199,0.518764313,17.28279665,3.154647848,10.54353414,0.070103286,41.66939291,0.80852456,23089,0.502403742,15.3666248,0.320498939,3.287279657,6.427303045,3.131361254,0.740612413,0.550045476,0.251201871,2.719909914,53.51899173,0.74494348,0.576031877,0.593356144,0.259864005,1.069773485,2.057256702,0.749274546,0.017324267,0.294512538,0.125600936,4.231452207,0.082290268,0.008662133,2.148209104,0.225215471,23863,1.014122281,0.251435276,11.88031681,0.12152705,0.335247035,5.485479613,0.737543477,0.14247999,0.016762352,0.075430583,1.24041403,8.779281733,0.201148221,0.544776432,0.238863513,34.23291288,10.39684868,0.574110548,9.86464401,7.656204165,0,0.171814106,6.038637221,2.215581204,31.19847486,34.64035449,37.89674361,55.29163232,3.256389118,24.09315746,27.34954658,68.05441055,4.552040006,36.64532411,44.30527644,44.30527644,44.68383418,8.038510072,8.038510072,85.50264056,1.069773485,22.73810039,53.51899173,55.57624843,38.06574559,2.057256702,15.3276452,17.3849019,77.32686561,24.09169006,35.47332691,35.47332691,60.10141223,36.00972216,36.00972216,59.56501697,27.83903545,67.56492168,56.83507034,34.07019676,74.19550435,18.45900645,53.52637975,42.04835938,27.13,17.99,20.78,23.8
SK0419,Skalica,16159,0.290859583,0.061885018,0.123770035,0.247540071,0.228974565,12.07376694,0.123770035,1.29958537,0.433195123,0.427006622,3.075685377,0.074262021,0.266105576,9.233244631,0.173278049,5.216906987,0.334179095,30.83730429,27.34698929,5.990469707,19113,0.298226338,0.61738084,0.141265108,0.319154502,16.90995657,2.244545597,0.026160205,4.15947261,1.250457804,2.804373986,3.353738293,0.350546748,11.04483859,1.062104327,24.8208026,0.036624287,29.23664522,1.323706378,19599,0.346956477,11.69447421,0.102046023,3.40833716,15.06709526,6.735037502,0.306138068,0.010204602,0.35716108,1.096994745,40.17041686,1.744986989,0.785754375,1.30108679,0.061227614,1.617429461,1.719475483,0.530639318,0.015306903,0.260217358,0.377570284,10.44441043,0.142864432,0.005102301,1.265370682,0.433695597,21680,0.461254613,0.166051661,15.86715867,0.152214022,0.179889299,7.656826568,0.691881919,0.050738007,0.018450185,0.073800738,2.592250923,5.733394834,0.036900369,0.968634686,1.812730627,25.97324723,6.595940959,1.079335793,8.971402214,6.572878229,0.018450185,0.101476015,14.22509225,3.075685377,43.33807785,27.34698929,32.56389628,59.86137756,5.216906987,16.52329971,21.7402067,73.76075252,5.483178988,52.80175797,31.48119081,31.48119081,57.91869408,5.116936117,5.116936117,89.76612777,1.617429461,28.87902444,40.17041686,41.88989234,51.46180928,1.719475483,22.58278484,24.30226032,70.66687076,27.41236162,28.56549815,28.56549815,65.64114391,38.22878229,38.22878229,55.97785978,44.87282629,50.62813293,59.566787,33.07173128,63.93183326,29.31782234,41.75276753,52.45387454,8.59,5.86,6.48,9.34
SK041A,Spisska Nova Ves,34031,0.828656225,0.199817813,0.170432841,0.111662896,0.26740325,11.36904587,0.091093415,1.651435456,0.431959096,0.364373659,3.840615909,0.205694808,0.088154918,8.122006406,0.099908907,4.301959978,0.158678852,19.32943493,32.85827628,14.09890982,37397,0.855683611,0.647110731,1.099018638,0.649784742,12.49298072,2.492178517,0.045458192,4.396074551,0.919859882,5.216996016,0.123004519,0.189854801,11.4929005,4.543145172,14.96644116,0.101612429,37.50835629,2.259539535,38844,0.561219236,11.97610957,0.185356812,3.799814643,8.868808568,5.045824323,0.427350427,0.136443209,0.373288024,3.578416229,47.98167027,1.081248069,0.78776645,0.862424055,0.069508804,1.946246525,1.961692926,1.300072083,0.0051488,0.365564823,0.208526413,5.746061168,0.102976007,0.051488003,2.322108949,0.254865616,39189,1.069177575,0.224552808,11.29908903,0.08675904,0.334277476,7.065758248,0.68386537,0.074000357,0.030620837,0.15820766,3.638776187,9.344458904,0.163311133,0.666003215,0.362346577,29.74304014,8.305902166,0.755313991,10.1074281,6.001684146,0.033172574,0.12248335,9.729771109,3.840615909,31.06285446,32.85827628,37.16023626,54.93520614,4.301959978,23.87235168,28.17431166,67.76174664,6.655614087,38.99778057,40.0005348,40.0005348,49.67778164,10.68000107,10.68000107,85.65392946,1.946246525,22.81948306,47.98167027,49.9433632,42.46987952,1.961692926,19.65039646,21.61208938,72.74739986,24.07053,33.38181633,33.38181633,61.88726428,37.81673429,37.81673429,57.45234632,33.30786636,62.62819194,59.17586972,34.66588229,67.70157553,24.69622078,47.72257521,47.5465054,18.58,13.06,14.78,15.38
SK041B,Stara Lubovna,17284,1.301781995,0.121499653,0.121499653,0.167785235,0.28349919,14.72460079,0.150428142,0.757926406,3.083776903,0.23142791,1.920851655,0.167785235,0.109928257,9.060402685,0.23142791,3.997917149,0.092571164,13.63688961,37.95996297,10.25225642,20200,0.797029703,0.51980198,0.287128713,0.386138614,6.871287129,1.861386139,0.054455446,6.054455446,0.975247525,3.455445545,0.148514851,0.292079208,13.4009901,4.188118812,10.99009901,0.123762376,48.7970297,0.797029703,21141,0.548696845,13.72215127,0.908187881,3.060403954,5.917411665,2.691452628,0.458824086,0.624379168,0.193935954,3.590180219,56.28399792,0.733172508,0.392602053,0.638569604,0.160824937,0.76155338,1.54202734,1.021711367,0.018920581,0.274348422,0.156094792,4.224019677,0.066222033,0.00946029,1.835296344,0.165555083,21737,1.614758246,0.280627501,11.65754244,0.078207664,0.142613976,4.145006211,0.575056356,0.036803607,0.004600451,0.147214427,1.191516769,8.9938814,0.147214427,0.929291071,0.16101578,39.20044164,10.17159682,0.634862216,10.13019276,4.163408014,0.009200902,0.041404058,5.543543267,1.920851655,28.59291831,37.95996297,41.95788012,48.66350382,3.997917149,20.07058551,24.06850266,68.47373293,6.851485149,31.31683168,50.65841584,50.65841584,39.93564356,8.618811881,8.618811881,88.82673267,0.76155338,20.64708387,56.28399792,57.82602526,35.78354855,1.54202734,15.13646469,16.67849203,77.69263516,19.887749,40.39195841,40.39195841,54.81437181,34.92662281,34.92662281,60.27970741,25.60749826,66.93473733,66.69306931,28.89108911,75.00118254,17.82791732,54.73616414,40.47016608,15.43,10.75,9.58,13.23
SK041C,Stropkov,7850,0.751592357,0.114649682,0.152866242,0.025477707,0.242038217,11.56687898,0.127388535,0.738853503,1.707006369,0.242038217,2.649681529,0.203821656,0.025477707,10.31847134,0.025477707,6.496815287,0.076433121,15.0955414,40.91719745,8.203821656,8774,1.059949852,0.604057442,0.296330066,0.809209027,8.320036471,2.233872806,0.125370413,4.809664919,1.584226123,3.669933896,0.193754274,0.866195578,9.984043766,1.037155231,10.37155231,0.273535446,52.5643948,1.196717575,9092,0.747910251,10.14078311,0.395952486,4.047514298,5.57633084,4.091509019,0.164980202,0.835899692,0.329960405,0.71491421,59.4258689,0.571931368,0.769907611,1.451825781,0.230972283,0.69291685,1.825780906,1.330840299,0.02199736,0.307963044,0.175978883,3.893532776,0.076990761,0.043994721,1.891772987,0.241970963,8922,1.064783681,1.064783681,8.563102443,0.078457745,0.336247478,5.402376149,0.582828962,0.145707241,0.033624748,0.806993948,1.557946649,10.44608832,0.291414481,1.098408429,0.414705223,40.7644026,8.193230217,0.627661959,8.372562206,4.14705223,0,0.134498991,5.873122618,2.649681529,26.9044586,40.91719745,47.41401274,46.1656051,6.496815287,19.2611465,25.75796178,70.47133758,6.006382494,28.80100296,54.79826761,54.79826761,35.09231821,6.29131525,6.29131525,89.60565307,0.69291685,18.16981962,59.4258689,61.2516498,30.97228333,1.825780906,12.8024637,14.62824461,78.28860537,18.21340507,42.32234925,42.32234925,50.99753419,32.78412912,32.78412912,60.53575432,29.04458599,67.18471338,69.06770002,24.59539549,74.19709635,16.89397272,54.6626317,38.65725174,18.52,13.94,13.55,17.74
SK041D,Vranov nad Toplou,27511,0.603395006,0.101777471,0.199920032,0.072698193,0.414379703,11.67896478,0.094507651,1.206790011,0.483442986,0.152666206,2.250009087,0.196285122,0.058158555,9.519828432,0.181745484,5.21246047,0.098142561,11.07193486,42.59750645,12.94391334,29816,0.929031393,0.694258116,0.992755567,0.674134693,5.607727395,2.213576603,0.030185135,7.294741079,1.17386638,4.413737591,0.157633485,0.345452106,13.81808425,1.643412933,8.441776228,0.47625436,49.33928092,1.754091763,33110,0.34128662,13.27091513,0.202355784,3.062518876,3.856840834,2.271217155,0.404711568,0.305043793,0.311084265,2.422228934,60.90607067,0.607067351,0.815463606,0.770160072,1.727574751,0.755058895,1.298701299,1.316822712,0.060404712,0.154032014,0.069465418,2.968891574,0.120809423,0.057384476,1.83026276,0.093627303,31433,1.25027837,0.295867401,9.089173798,0.079534247,0.531288773,5.398784717,0.435847676,0.060446028,0.019088219,0.181338084,1.269366589,9.254605033,0.251328222,1.126204944,0.241784112,41.07466675,8.818757357,0.464480005,11.29386314,4.234403334,0.025450959,0.114529316,4.488912926,2.250009087,22.90356585,42.59750645,47.80996692,46.57409763,5.21246047,23.67053179,28.88299226,67.75108139,9.048832841,27.89777301,51.55285753,51.55285753,35.12878991,7.231016904,7.231016904,88.49946338,0.755058895,18.56840834,60.90607067,62.20477197,30.34732709,1.298701299,11.77891876,13.07762005,80.2295379,17.56752458,42.34403334,42.34403334,52.60395126,35.03642669,35.03642669,59.91155792,24.2012286,72.43284504,66.86007513,26.65682855,77.95832075,14.05013591,55.42264499,39.52533961,22.96,18.18,18.1,19.58
SK0421,Gelnica,11648,0.927197802,0.317651099,0.085851648,0.79842033,0.549450549,7.889766484,0.171703297,5.528846154,0.49793956,0.394917582,3.030563187,0.145947802,0.240384615,10.09615385,0.111607143,5.528846154,0.154532967,12.48282967,37.53434066,12.04498626,12171,0.944868951,2.456659272,0.747678909,0.56692137,8.232684249,4.568235971,0.106811273,7.24673404,1.314600279,5.241968614,0.238271301,0.394380084,8.783173116,4.083477118,10.94404733,0.090378769,41.59066634,2.44844302,12391,0.66177064,9.918489226,0.306674199,3.922201598,4.834153821,2.655152934,0.443870551,0.306674199,0.250181583,4.850294569,54.02308127,0.782826245,0.936163344,0.831248487,0.718263256,1.145993059,2.372689856,2.429182471,0.056492616,0.556855782,0.121055605,4.228875797,0.08877411,0.016140747,3.268501332,0.274392704,12048,1.917330677,0.456507304,7.187915007,0.107901726,0.88811421,6.30810093,0.937915007,0.099601594,0.024900398,0.074701195,2.506640106,8.930942895,0.141102258,0.896414343,0.323705179,37.83200531,6.233399734,0.531208499,11.21347942,7.279216467,0.066401062,0.066401062,5.976095618,3.030563187,20.76751374,37.53434066,43.06318681,48.4375,5.528846154,27.66998626,33.19883242,61.33241758,9.69517706,28.06671596,46.15890231,46.15890231,38.70676198,10.64004601,10.64004601,83.92079533,1.145993059,16.8186587,54.02308127,56.39577112,34.47663627,2.372689856,17.65797756,20.03066742,71.98773303,19.55511288,40.33864542,40.33864542,53.19555113,33.64043825,33.64043825,59.8937583,31.53331044,62.99793956,62.336702,27.65590338,69.3325801,20.3131305,53.91766268,39.61653386,21.81,16.69,19.58,19.18
SK0422,Kosice - okolie,41563,0.745855689,0.146765152,0.170825013,0.084209513,0.247816568,8.072083343,0.079397541,1.746745904,0.341650025,20.56877511,3.216803407,0.194884874,0.144359166,6.327743426,0.079397541,3.125375935,0.09864543,16.60371003,26.73531747,7.631787888,49935,0.817062181,0.758986683,0.704916391,0.618804446,9.452287974,2.879743667,7.087213377,4.940422549,0.746971062,3.262240913,0.40252328,0.216281166,8.370882147,1.187543807,14.36267147,0.094122359,28.10053069,15.99679583,48144,0.477733466,9.513127285,0.199401795,2.633765371,7.095380525,3.745014955,0.319873712,0.627284812,0.278331672,1.642987704,39.16791293,2.75631439,0.375955467,0.668826853,0.402957793,10.5537554,2.104104354,1.391658358,0.027002326,0.309488202,0.203555999,4.820953805,0.083084081,7.213775341,3.028414756,0.359338651,50957,1.440430167,0.253154621,11.13684087,0.133445846,0.231567792,7.074592303,0.527896069,0.086347312,0.221755598,0.111859018,8.997782444,5.932452852,0.213905842,0.624055576,0.225680476,25.66477618,5.665561159,0.761426301,8.915360009,7.121690837,6.672292325,0.107934141,7.87919226,3.216803407,45.24456849,26.73531747,29.86069341,60.9508457,3.125375935,15.70627722,18.83165315,75.19668936,20.93721838,39.27305497,30.98027436,30.98027436,44.46981075,5.196755783,5.196755783,91.19054771,10.5537554,25.29287139,39.16791293,41.27201728,42.44973413,2.104104354,17.15686275,19.2609671,75.01453971,27.33873658,34.66255863,34.66255863,60.39798261,33.05924603,33.05924603,62.00129521,48.46377788,45.56456464,70.48763392,23.0199259,71.26952476,20.9018777,54.12210295,40.93843829,23.6,16.94,20.9,20.65
